mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009845447540283204,0.0007343033594060084,0.0016010761260986327,0.0004917753777845109,3,10,"{'max_depth': 3, 'max_features': 10}",0.4921875,0.5234375,0.515625,0.515625,0.578125,0.525,0.02855572950390167,44
0.011410331726074219,0.003272809685078118,0.0025847911834716796,0.0004957773552179623,3,15,"{'max_depth': 3, 'max_features': 15}",0.5703125,0.5546875,0.5625,0.578125,0.5234375,0.5578125,0.01887975933374152,34
0.011394357681274414,0.0008198711474647083,0.002005338668823242,2.1864426647396804e-05,3,25,"{'max_depth': 3, 'max_features': 25}",0.6015625,0.5546875,0.5,0.5234375,0.578125,0.5515625,0.03651037951733725,38
0.01016993522644043,0.00040081997800848064,0.0017091751098632813,0.00039198773813687904,3,50,"{'max_depth': 3, 'max_features': 50}",0.609375,0.5859375,0.5234375,0.546875,0.5625,0.565625,0.029892385108920304,31
0.010954141616821289,4.770755172073655e-06,0.000999116897583008,3.339903070037358e-06,3,100,"{'max_depth': 3, 'max_features': 100}",0.5546875,0.515625,0.59375,0.5546875,0.5390625,0.5515625,0.02548360379734389,38
0.012118768692016602,0.0011094810502337105,0.001978349685668945,2.0487024245792256e-05,3,250,"{'max_depth': 3, 'max_features': 250}",0.609375,0.6015625,0.5234375,0.5390625,0.4765625,0.55,0.049804304532841334,40
0.013786745071411134,0.00041773861843500033,0.001987791061401367,1.5943483753512457e-05,3,500,"{'max_depth': 3, 'max_features': 500}",0.578125,0.609375,0.6015625,0.5859375,0.5703125,0.5890625,0.014490028899212037,20
0.01803250312805176,0.00018193880330933125,0.001858091354370117,0.00023958211225665968,3,1000,"{'max_depth': 3, 'max_features': 1000}",0.578125,0.578125,0.53125,0.625,0.59375,0.58125,0.03029799910885206,24
0.026323986053466798,0.0009723347530235268,0.001790618896484375,0.00039812909087979744,3,2000,"{'max_depth': 3, 'max_features': 2000}",0.578125,0.578125,0.59375,0.6015625,0.5703125,0.584375,0.011481983169296148,22
0.03455443382263183,0.000876366070465471,0.0019945621490478514,2.588457270992878e-05,3,3000,"{'max_depth': 3, 'max_features': 3000}",0.578125,0.5703125,0.59375,0.59375,0.5859375,0.584375,0.009110862335695781,22
0.035341930389404294,0.0005986075766632084,0.0020069122314453126,2.4315235415434878e-05,3,3251,"{'max_depth': 3, 'max_features': 3251}",0.578125,0.578125,0.59375,0.6015625,0.6171875,0.59375,0.014823176532039278,18
0.0099334716796875,0.0005689224046448541,0.001601409912109375,0.0004895732037315841,5,10,"{'max_depth': 5, 'max_features': 10}",0.5859375,0.5078125,0.6796875,0.578125,0.5390625,0.578125,0.05804429881564597,27
0.009580755233764648,0.0004983078713056657,0.001498842239379883,0.00044396711230032754,5,15,"{'max_depth': 5, 'max_features': 15}",0.609375,0.5703125,0.578125,0.5078125,0.5078125,0.5546875,0.04044430970482745,36
0.009830617904663086,0.0006930405883080341,0.0019884109497070312,8.985565766822461e-06,5,25,"{'max_depth': 5, 'max_features': 25}",0.5390625,0.5234375,0.59375,0.515625,0.5546875,0.5453125,0.02768757054167086,42
0.010444068908691406,0.00059940468974272,0.0018009185791015626,0.0004027817423363558,5,50,"{'max_depth': 5, 'max_features': 50}",0.5859375,0.578125,0.5390625,0.5703125,0.6328125,0.58125,0.030297999108852055,24
0.012246322631835938,0.0024326421847170204,0.0015949249267578126,0.0004881494174624682,5,100,"{'max_depth': 5, 'max_features': 100}",0.5625,0.5078125,0.5625,0.5625,0.59375,0.5578125,0.027775607554111213,34
