mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.07797856330871582,0.010561279793143351,0.004186153411865234,0.0003983974599467286,gini,3,10,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 10, 'n_estimators': 50}",0.671875,0.6640625,0.5546875,0.59375,0.6875,0.634375,0.05120615502554356,312
0.12267880439758301,0.01128861625116682,0.005809116363525391,0.0004137998353664797,gini,3,10,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 10, 'n_estimators': 100}",0.71875,0.7109375,0.6796875,0.609375,0.6640625,0.6765625,0.03909373750999001,298
0.20405402183532714,0.013258792391235102,0.009769678115844727,0.0019361004108208633,gini,3,10,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 10, 'n_estimators': 200}",0.7578125,0.7265625,0.703125,0.6953125,0.78125,0.7328125,0.03255104164999947,187
0.07425131797790527,0.012155149595920798,0.004982423782348633,0.0015450189746826287,gini,3,15,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'n_estimators': 50}",0.6953125,0.703125,0.6953125,0.6328125,0.6875,0.6828125,0.02548360379734389,294
0.11687765121459961,0.008680765791167904,0.007375526428222656,0.002996399307423114,gini,3,15,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'n_estimators': 100}",0.6796875,0.6875,0.625,0.703125,0.75,0.6890625,0.04026280852101602,288
0.256011438369751,0.024525116134571357,0.009966230392456055,0.0026007641319531934,gini,3,15,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 15, 'n_estimators': 200}",0.765625,0.7578125,0.7265625,0.6796875,0.7421875,0.734375,0.03045873232752801,183
0.06480002403259277,0.005774634863257324,0.005581045150756836,0.002325105733122969,gini,3,25,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 25, 'n_estimators': 50}",0.671875,0.7265625,0.734375,0.7265625,0.6875,0.709375,0.024902152266420667,264
0.13325872421264648,0.019100693960683913,0.005978250503540039,0.0006303789864509252,gini,3,25,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 25, 'n_estimators': 100}",0.7421875,0.75,0.71875,0.6640625,0.6875,0.7125,0.03255104164999947,256
0.2416125774383545,0.014594234502513903,0.010365676879882813,0.002324210007212453,gini,3,25,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 25, 'n_estimators': 200}",0.8125,0.7109375,0.7265625,0.78125,0.78125,0.7625,0.03782412011534439,78
0.0808478832244873,0.009119442071345154,0.005120325088500977,0.0001887802705521173,gini,3,50,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 50, 'n_estimators': 50}",0.71875,0.6953125,0.75,0.6953125,0.7265625,0.7171875,0.020610790559801435,244
0.15174002647399903,0.01535978186474618,0.007386922836303711,0.001012100555498111,gini,3,50,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 50, 'n_estimators': 100}",0.7421875,0.75,0.7265625,0.75,0.8203125,0.7578125,0.03240068961457456,94
0.27476987838745115,0.02557827937073713,0.010565185546875,0.002051691788208158,gini,3,50,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 50, 'n_estimators': 200}",0.7890625,0.7734375,0.78125,0.796875,0.7890625,0.7859375,0.007967217989988727,29
0.10939083099365235,0.011609346449054569,0.005580377578735351,0.0007982024636157118,gini,3,100,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 100, 'n_estimators': 50}",0.7890625,0.6875,0.671875,0.71875,0.7265625,0.71875,0.04044430970482745,237
0.19371981620788575,0.018853780610475945,0.006632280349731445,0.0018204792316572791,gini,3,100,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 100, 'n_estimators': 100}",0.7265625,0.78125,0.703125,0.7265625,0.734375,0.734375,0.025674494883054663,183
0.3556009292602539,0.021578386268300498,0.010564184188842774,0.0022370031940324854,gini,3,100,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 100, 'n_estimators': 200}",0.8046875,0.6953125,0.828125,0.78125,0.7890625,0.7796875,0.04512352836935516,43
0.19405455589294435,0.05030449712970894,0.006035423278808594,0.0018180454605989378,gini,3,250,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 250, 'n_estimators': 50}",0.7421875,0.71875,0.7578125,0.6796875,0.75,0.7296875,0.02821167200823092,201
0.3217788219451904,0.04326269843055029,0.007700395584106445,0.0018459248811170791,gini,3,250,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 250, 'n_estimators': 100}",0.765625,0.75,0.796875,0.7421875,0.7578125,0.7625,0.018879759333741516,78
0.5833471298217774,0.020800334966147097,0.013553619384765625,0.005221393687471188,gini,3,250,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 250, 'n_estimators': 200}",0.8125,0.7265625,0.7265625,0.734375,0.7734375,0.7546875,0.03372973928894204,103
